video_id,safe_description,near_crash_description,crash_description
000368,[0s: Dashcam shows vehicle driving on a busy intersection during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a highway on-ramp during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a two-lane highway during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a multi-vehicle pileup near frame 33.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000373,[0s: Dashcam shows vehicle driving on a multi-lane road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a multi-lane road during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a two-lane highway during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a rear-end collision near frame 34.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000377,[0s: Dashcam shows vehicle driving on a two-lane highway during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a multi-lane road during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a busy intersection during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a rear-end collision near frame 44.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000383,[0s: Dashcam shows vehicle driving on a highway on-ramp during nighttime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a busy intersection during nighttime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a multi-lane road during nighttime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a head-on collision near frame 32.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000467,[0s: Dashcam shows vehicle driving on a rural road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a multi-lane road during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a residential street during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a multi-vehicle pileup near frame 47.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000470,[0s: Dashcam shows vehicle driving on a rural road during daytime under snowy conditions with reduced visibility. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a multi-lane road during daytime under snowy conditions with reduced visibility.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a rural road during daytime under snowy conditions with reduced visibility. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a T-bone collision near frame 37.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000477,[0s: Dashcam shows vehicle driving on a multi-lane road during daytime under rainy weather with wet roads. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a busy intersection during daytime under rainy weather with wet roads.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a busy intersection during daytime under rainy weather with wet roads. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a T-bone collision near frame 38.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000492,[0s: Dashcam shows vehicle driving on a highway on-ramp during nighttime under rainy weather with wet roads. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a downtown street during nighttime under rainy weather with wet roads.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a downtown street during nighttime under rainy weather with wet roads. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a T-bone collision near frame 45.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000500,[0s: Dashcam shows vehicle driving on a two-lane highway during daytime under snowy conditions with reduced visibility. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a busy intersection during daytime under snowy conditions with reduced visibility.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a two-lane highway during daytime under snowy conditions with reduced visibility. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a T-bone collision near frame 38.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000501,[0s: Dashcam shows vehicle driving on a highway on-ramp during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a busy intersection during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a multi-lane road during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a side-swipe collision near frame 34.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000505,[0s: Dashcam shows vehicle driving on a multi-lane road during nighttime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a rural road during nighttime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a residential street during nighttime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a T-bone collision near frame 45.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000509,[0s: Dashcam shows vehicle driving on a residential street during nighttime under snowy conditions with reduced visibility. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a suburban avenue during nighttime under snowy conditions with reduced visibility.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a rural road during nighttime under snowy conditions with reduced visibility. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a side-swipe collision near frame 48.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000525,[0s: Dashcam shows vehicle driving on a busy intersection during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a rural road during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a busy intersection during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a rear-end collision near frame 32.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000539,[0s: Dashcam shows vehicle driving on a two-lane highway during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a busy intersection during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a multi-lane road during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a side-swipe collision near frame 35.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000587,[0s: Dashcam shows vehicle driving on a downtown street during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a rural road during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a rural road during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a side-swipe collision near frame 39.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000592,[0s: Dashcam shows vehicle driving on a downtown street during nighttime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a two-lane highway during nighttime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a residential street during nighttime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a T-bone collision near frame 43.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000601,[0s: Dashcam shows vehicle driving on a two-lane highway during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a downtown street during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a suburban avenue during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a T-bone collision near frame 35.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000602,[0s: Dashcam shows vehicle driving on a suburban avenue during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a downtown street during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a rural road during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a side-swipe collision near frame 42.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000613,[0s: Dashcam shows vehicle driving on a multi-lane road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a suburban avenue during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a multi-lane road during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a rear-end collision near frame 41.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000620,[0s: Dashcam shows vehicle driving on a two-lane highway during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a highway on-ramp during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a two-lane highway during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a rear-end collision near frame 49.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000622,[0s: Dashcam shows vehicle driving on a rural road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a residential street during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a two-lane highway during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a multi-vehicle pileup near frame 46.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000630,[0s: Dashcam shows vehicle driving on a busy intersection during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a residential street during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a busy intersection during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a multi-vehicle pileup near frame 34.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000631,[0s: Dashcam shows vehicle driving on a busy intersection during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a multi-lane road during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a downtown street during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a rear-end collision near frame 32.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000639,[0s: Dashcam shows vehicle driving on a multi-lane road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a two-lane highway during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a busy intersection during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a T-bone collision near frame 32.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000643,[0s: Dashcam shows vehicle driving on a highway on-ramp during daytime under snowy conditions with reduced visibility. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a suburban avenue during daytime under snowy conditions with reduced visibility.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a multi-lane road during daytime under snowy conditions with reduced visibility. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a head-on collision near frame 41.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000677,[0s: Dashcam shows vehicle driving on a multi-lane road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a suburban avenue during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a downtown street during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a side-swipe collision near frame 38.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000678,[0s: Dashcam shows vehicle driving on a suburban avenue during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a rural road during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a highway on-ramp during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a rear-end collision near frame 48.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000691,[0s: Dashcam shows vehicle driving on a two-lane highway during daytime under snowy conditions with reduced visibility. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a rural road during daytime under snowy conditions with reduced visibility.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a busy intersection during daytime under snowy conditions with reduced visibility. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a rear-end collision near frame 38.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000692,[0s: Dashcam shows vehicle driving on a multi-lane road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a suburban avenue during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a residential street during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a head-on collision near frame 32.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000699,[0s: Dashcam shows vehicle driving on a busy intersection during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a multi-lane road during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a highway on-ramp during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a head-on collision near frame 34.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000701,[0s: Dashcam shows vehicle driving on a residential street during nighttime under rainy weather with wet roads. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a rural road during nighttime under rainy weather with wet roads.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a suburban avenue during nighttime under rainy weather with wet roads. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a multi-vehicle pileup near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000702,[0s: Dashcam shows vehicle driving on a two-lane highway during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a suburban avenue during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a busy intersection during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a side-swipe collision near frame 42.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000703,[0s: Dashcam shows vehicle driving on a suburban avenue during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a busy intersection during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a busy intersection during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a multi-vehicle pileup near frame 32.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000720,[0s: Dashcam shows vehicle driving on a residential street during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a suburban avenue during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a suburban avenue during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a multi-vehicle pileup near frame 39.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000740,[0s: Dashcam shows vehicle driving on a multi-lane road during daytime under rainy weather with wet roads. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a highway on-ramp during daytime under rainy weather with wet roads.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a multi-lane road during daytime under rainy weather with wet roads. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a head-on collision near frame 32.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000752,[0s: Dashcam shows vehicle driving on a rural road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a suburban avenue during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a two-lane highway during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a rear-end collision near frame 32.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000753,[0s: Dashcam shows vehicle driving on a downtown street during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a suburban avenue during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a two-lane highway during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a rear-end collision near frame 47.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000759,[0s: Dashcam shows vehicle driving on a highway on-ramp during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a residential street during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a suburban avenue during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a side-swipe collision near frame 32.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000761,[0s: Dashcam shows vehicle driving on a rural road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a downtown street during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a two-lane highway during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a rear-end collision near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000777,[0s: Dashcam shows vehicle driving on a busy intersection during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a residential street during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a two-lane highway during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a head-on collision near frame 39.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000780,[0s: Dashcam shows vehicle driving on a residential street during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a downtown street during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a residential street during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a rear-end collision near frame 32.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
